"common_name","cpue_kg_per_ha_der","date_dim$full_date","date_dim$year","depth_m","field_identified_taxonomy_dim$scientific_name","latitude_dd","leg","longitude_dd","partition","pass","performance","project","sampling_end_hhmmss","sampling_start_hhmmss","scientific_name","station_code","statistical_partition_dim$statistical_partition_type","subsample_count","subsample_wt_kg","target_station_design_dim$stn_invalid_for_trawl_date_whid","total_catch_numbers","total_catch_wt_kg","trawl_id","vessel"
"darkblotched rockfish","2.530335695739","2007-09-07 00:00:00","2007","326.4000","Sebastes crameri","43.71861111","2","-124.63527778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","070459","064829","Sebastes crameri","9898","NA","6","4.6500","0","6","4.6500","200703008072","Excalibur"
"darkblotched rockfish","1.589080847156","2007-09-07 00:00:00","2007","279.7000","Sebastes crameri","43.60944444","2","-124.61472222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","090027","084439","Sebastes crameri","9989","NA","6","2.9500","0","6","2.9500","200703008073","Excalibur"
"darkblotched rockfish","0.139629125032","2007-09-08 00:00:00","2007","167.2000","Sebastes crameri","43.57888889","2","-124.53416667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","074223","072553","Sebastes crameri","10021","NA","3","0.2500","0","3","0.2500","200703008077","Excalibur"
"darkblotched rockfish","1.541898607730","2007-09-09 00:00:00","2007","340.6000","Sebastes crameri","43.44000000","2","-124.67666667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","115535","114017","Sebastes crameri","10130","NA","5","2.8500","0","5","2.8500","200703008081","Excalibur"
"Pacific halibut","3.353331403345","2007-09-13 00:00:00","2007","69.2000","Hippoglossus stenolepis","42.32388889","3","-124.48222222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","191221","185545","Hippoglossus stenolepis","10782","NA","1","4.5500","0","1","4.5500","200703008086","Excalibur"
"darkblotched rockfish","0.276926736568","2007-09-16 00:00:00","2007","126.4000","Sebastes crameri","41.64333333","3","-124.42722222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071341","065705","Sebastes crameri","11271","NA","3","0.5000","0","3","0.5000","200703008096","Excalibur"
"Pacific halibut","13.707873460117","2007-09-16 00:00:00","2007","126.4000","Hippoglossus stenolepis","41.64333333","3","-124.42722222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071341","065705","Hippoglossus stenolepis","11271","NA","4","24.7500","0","4","24.7500","200703008096","Excalibur"
"darkblotched rockfish","9.148378414839","2007-09-16 00:00:00","2007","372.6000","Sebastes crameri","41.53777778","3","-124.52166667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","113204","111716","Sebastes crameri","11344","NA","20","12.7500","0","20","12.7500","200703008099","Excalibur"
"darkblotched rockfish","2.872352475064","2007-09-17 00:00:00","2007","272.7000","Sebastes crameri","40.93222222","3","-124.43166667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","111519","105925","Sebastes crameri","11798","NA","8","4.8000","0","8","4.8000","200703008104","Excalibur"
"darkblotched rockfish","3.493622601558","2007-09-18 00:00:00","2007","422.4000","Sebastes crameri","40.38666667","3","-124.55666667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","115549","114137","Sebastes crameri","12134","NA","5","3.8000","0","5","3.8000","200703008108","Excalibur"
"darkblotched rockfish","12.538969263015","2007-09-19 00:00:00","2007","145.1000","Sebastes crameri","39.53916667","3","-123.93166667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","112737","111255","Sebastes crameri","12925","NA","78","13.2300","0","122","20.6800","200703008114","Excalibur"
"darkblotched rockfish","0.101963068296","2007-09-21 00:00:00","2007","145.9000","Sebastes crameri","38.55361111","3","-123.58083333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","102203","100645","Sebastes crameri","13432","NA","1","0.1600","0","1","0.1600","200703008121","Excalibur"
"darkblotched rockfish","0.061267644149","2007-10-01 00:00:00","2007","181.5000","Sebastes crameri","35.54138889","4","-121.21527778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","072046","070452","Sebastes crameri","15517","NA","1","0.1000","0","1","0.1000","200703008149","Excalibur"
"darkblotched rockfish","0.370462759940","2007-05-20 00:00:00","2007","171.5000","Sebastes crameri","46.08916667","1","-124.62888889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","060326","054626","Sebastes crameri","7499","NA","8","0.6400","0","8","0.6400","200703010006","Ms. Julie"
"Pacific halibut","3.438094028478","2007-05-21 00:00:00","2007","95.4000","Hippoglossus stenolepis","46.95972222","1","-124.61333333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","114544","112838","Hippoglossus stenolepis","6657","NA","1","5.3000","0","1","5.3000","200703010012","Ms. Julie"
"Pacific halibut","1.662301104182","2007-05-22 00:00:00","2007","62.4000","Hippoglossus stenolepis","47.45222222","1","-124.60527778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","203011","201323","Hippoglossus stenolepis","5993","NA","1","2.4500","0","1","2.4500","200703010017","Ms. Julie"
"darkblotched rockfish","1.539505789882","2007-05-23 00:00:00","2007","171.5000","Sebastes crameri","48.29000000","1","-124.91944444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","055029","053335","Sebastes crameri","4581","NA","13","2.4000","0","13","2.4000","200703010018","Ms. Julie"
"darkblotched rockfish","1.010492054941","2007-05-23 00:00:00","2007","196.0000","Sebastes crameri","48.25500000","1","-124.94138889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","081757","080033","Sebastes crameri","4667","NA","7","1.7000","0","7","1.7000","200703010019","Ms. Julie"
"Pacific halibut","5.634377633486","2007-05-23 00:00:00","2007","121.4000","Hippoglossus stenolepis","48.22333333","1","-125.13333333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","125754","124224","Hippoglossus stenolepis","4748","NA","2","7.7000","0","2","7.7000","200703010021","Ms. Julie"
"darkblotched rockfish","1.406246542531","2007-05-23 00:00:00","2007","195.6000","Sebastes crameri","48.17500000","1","-125.29333333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","152312","150612","Sebastes crameri","4910","NA","5","2.4000","0","5","2.4000","200703010022","Ms. Julie"
"Pacific halibut","23.855565554543","2007-05-23 00:00:00","2007","113.8000","Hippoglossus stenolepis","48.13944444","1","-125.40333333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","181101","175507","Hippoglossus stenolepis","4968","NA","9","35.1500","0","9","35.1500","200703010023","Ms. Julie"
"Pacific halibut","4.932618492365","2007-05-24 00:00:00","2007","141.9000","Hippoglossus stenolepis","48.12805556","1","-125.51388889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","124229","122535","Hippoglossus stenolepis","4965","NA","2","7.2500","0","2","7.2500","200703010025","Ms. Julie"
"darkblotched rockfish","7.874173980189","2007-05-26 00:00:00","2007","221.2000","Sebastes crameri","47.76722222","1","-125.05777778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","054850","053126","Sebastes crameri","5525","NA","59","12.7700","0","59","12.7700","200703010034","Ms. Julie"
"darkblotched rockfish","2.001052256713","2007-05-26 00:00:00","2007","148.2000","Sebastes crameri","47.63416667","1","-124.96555556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","104401","102719","Sebastes crameri","5732","NA","35","3.2300","0","35","3.2300","200703010035","Ms. Julie"
"Pacific halibut","3.035652030308","2007-05-26 00:00:00","2007","148.2000","Hippoglossus stenolepis","47.63416667","1","-124.96555556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","104401","102719","Hippoglossus stenolepis","5732","NA","1","4.9000","0","1","4.9000","200703010035","Ms. Julie"
"darkblotched rockfish","0.145653379078","2007-05-26 00:00:00","2007","133.3000","Sebastes crameri","47.40000000","1","-124.76166667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","194641","193047","Sebastes crameri","6091","NA","2","0.2200","0","2","0.2200","200703010038","Ms. Julie"
"darkblotched rockfish","3.650133114341","2007-05-27 00:00:00","2007","190.3000","Sebastes crameri","46.50444444","1","-124.49666667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","080943","075231","Sebastes crameri","7092","NA","35","5.8500","0","35","5.8500","200703010040","Ms. Julie"
"darkblotched rockfish","0.073848512966","2007-05-27 00:00:00","2007","126.0000","Sebastes crameri","46.16916667","1","-124.41750000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","112419","110749","Sebastes crameri","7431","NA","2","0.1200","0","2","0.1200","200703010041","Ms. Julie"
"darkblotched rockfish","1.538976206463","2007-05-27 00:00:00","2007","152.5000","Sebastes crameri","45.97222222","1","-124.51888889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","135000","133448","Sebastes crameri","7656","NA","25","2.2500","0","25","2.2500","200703010042","Ms. Julie"
"Pacific halibut","28.588827307142","2007-05-28 00:00:00","2007","109.9000","Hippoglossus stenolepis","44.75750000","1","-124.33944444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","074406","072736","Hippoglossus stenolepis","8921","NA","9","40.1500","0","9","40.1500","200703010046","Ms. Julie"
"Pacific halibut","13.027497254794","2007-06-01 00:00:00","2007","75.8000","Hippoglossus stenolepis","44.53805556","2","-124.26500000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","080140","074134","Hippoglossus stenolepis","9142","NA","1","21.5000","0","1","21.5000","200703010048","Ms. Julie"
"darkblotched rockfish","1.297150595210","2007-06-01 00:00:00","2007","267.5000","Sebastes crameri","44.62916667","2","-124.73138889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","170106","164300","Sebastes crameri","9037","NA","3","2.0500","0","3","2.0500","200703010051","Ms. Julie"
"darkblotched rockfish","0.793675572390","2007-06-02 00:00:00","2007","244.4000","Sebastes crameri","45.75888889","2","-124.66444444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","093435","091423","Sebastes crameri","7870","NA","3","1.5000","0","3","1.5000","200703010053","Ms. Julie"
"darkblotched rockfish","4.292874178722","2007-06-02 00:00:00","2007","276.0000","Sebastes crameri","45.56194444","2","-124.49972222","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","131230","125348","Sebastes crameri","8083","NA","14","8.3000","0","14","8.3000","200703010054","Ms. Julie"
"darkblotched rockfish","4.715175715438","2007-06-03 00:00:00","2007","178.6000","Sebastes crameri","45.29777778","2","-124.28777778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","055925","054125","Sebastes crameri","8366","NA","43","8.3000","0","43","8.3000","200703010056","Ms. Julie"
"darkblotched rockfish","0.091143138971","2007-06-03 00:00:00","2007","146.3000","Sebastes crameri","45.28388889","2","-124.21055556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","083922","082152","Sebastes crameri","8368","NA","1","0.1600","0","1","0.1600","200703010057","Ms. Julie"
"darkblotched rockfish","0.384007579119","2007-06-03 00:00:00","2007","322.0000","Sebastes crameri","45.17361111","2","-124.35222222","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","105534","103610","Sebastes crameri","8502","NA","1","0.6500","0","1","0.6500","200703010058","Ms. Julie"
"darkblotched rockfish","6.122639651195","2007-06-03 00:00:00","2007","301.6000","Sebastes crameri","45.09694444","2","-124.39277778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","134603","132815","Sebastes crameri","8571","NA","14","10.2500","0","14","10.2500","200703010059","Ms. Julie"
"Pacific halibut","1.694784793400","2007-06-03 00:00:00","2007","106.1000","Hippoglossus stenolepis","45.02138889","2","-124.16888889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","161843","160235","Hippoglossus stenolepis","8648","NA","1","2.4000","0","1","2.4000","200703010060","Ms. Julie"
"darkblotched rockfish","31.361646105405","2007-06-04 00:00:00","2007","352.1000","Sebastes crameri","44.87166667","2","-124.66138889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","075802","073814","Sebastes crameri","8808","NA","69","62.9000","0","69","62.9000","200703010062","Ms. Julie"
"darkblotched rockfish","4.705378234791","2007-06-04 00:00:00","2007","335.1000","Sebastes crameri","44.86222222","2","-124.81861111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","111230","105100","Sebastes crameri","8803","NA","12","9.3500","0","12","9.3500","200703010063","Ms. Julie"
"darkblotched rockfish","0.619275046597","2007-06-04 00:00:00","2007","474.2000","Sebastes crameri","44.80277778","2","-124.86250000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","165717","163935","Sebastes crameri","8872","NA","1","1.2000","0","1","1.2000","200703010065","Ms. Julie"
"darkblotched rockfish","45.804048534740","2007-06-04 00:00:00","2007","336.0000","Sebastes crameri","44.66833333","2","-124.83416667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","191836","185942","Sebastes crameri","9004","NA","90","87.5500","0","90","87.5500","200703010066","Ms. Julie"
"darkblotched rockfish","0.417394552451","2007-06-05 00:00:00","2007","380.8000","Sebastes crameri","44.44444444","2","-124.88333333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","123407","121813","Sebastes crameri","9218","NA","1","0.6500","0","1","0.6500","200703010069","Ms. Julie"
"darkblotched rockfish","0.318474039905","2007-06-05 00:00:00","2007","368.8000","Sebastes crameri","44.45222222","2","-124.84638889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","144403","142603","Sebastes crameri","9219","NA","1","0.5500","0","1","0.5500","200703010070","Ms. Julie"
"Pacific halibut","2.407452136801","2007-06-06 00:00:00","2007","120.6000","Hippoglossus stenolepis","44.07694444","2","-124.73333333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","093436","091648","Hippoglossus stenolepis","9554","NA","1","3.8500","0","1","3.8500","200703010074","Ms. Julie"
"darkblotched rockfish","0.703610800951","2007-06-06 00:00:00","2007","141.0000","Sebastes crameri","44.01277778","2","-124.57027778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","114411","112611","Sebastes crameri","9622","NA","9","1.2000","0","9","1.2000","200703010075","Ms. Julie"
"darkblotched rockfish","0.593529344763","2007-06-07 00:00:00","2007","304.8000","Sebastes crameri","42.85361111","2","-124.83972222","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","135804","133922","Sebastes crameri","10500","NA","1","1.0200","0","1","1.0200","200703010080","Ms. Julie"
"darkblotched rockfish","1.463580248226","2007-06-07 00:00:00","2007","194.9000","Sebastes crameri","42.91583333","2","-124.79416667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","161811","155847","Sebastes crameri","10468","NA","11","2.6500","0","11","2.6500","200703010081","Ms. Julie"
